id,user_name,post_message,timestamp_post,num_like_post,num_comment_post,num_share_post,label
12,1c89ec9c18784c6f54a1551d30c8362e,"Thông điệp của bức tranh mang tên là: “Khải Hoàn” có nghĩa là chiến thắng trở về ! Bức tranh nói về một ngày mai tươi sáng phía trước, khi Việt Nam hoàn toàn chiến thắng đại dịch COVID -19. Lúc ấy, những người bác sĩ được cất đi bộ áo “anh hùng”, tạm bỏ đi những gánh nặng đè nén suốt mấy tháng trời để trở về với mái ấm gia đình, với vòng tay yêu thương của đồng bào, những em học sinh lại được trở lại với mái trường thân yêu, nhà nhà hoan ca quây quần, hạnh phúc,... Đó sẽ là t...ương lai rất gần của đất nước, nhưng để góp phần tạo nên tương lai tốt đẹp đó chúng ta cần phải nâng cao hơn nữa tinh thần đại đoàn kết, chấp hành và tin tưởng tuyệt đối vào Đảng và nhà nước. Như <URL> Vũ Đức Đam đã nhấn mạnh “Nhất định chúng ta sẽ chiến thắng như dân tộc Việt Nam ta đã từng nhiều lần chiến thắng”. Chỉ cần đồng lòng chúng ta sẽ thành công.  ",1585652678.0,554,480,16000,1
13,ff1ed6df6bdd706a3295e0f755448f07,"VIỆT NAM ĐÃ CÓ 145 CA KHỎI COVID-19

Thông tin từ tiểu Ban điều trị- Ban Chỉ đạo Quốc gia phòng, chống dịch COVID-19 cho biết, hôm nay (13/4), tại bệnh viện Đa khoa Bạc Liêu có 1 bệnh nhân được công bố khỏi bệnh.

Bệnh nhân này hiện sức khỏe ổn định, không sốt, không ho, không khó thở, không đau ngực, đủ điều kiện để xuất viện, cụ thể như sau:

BN 155: Bệnh nhân nữ, 21 tuổi, quốc tịch Việt Nam
- Vào viện ngày 26/3/2020
Trong quá trình điều trị tại bệnh viện, bệnh nhân được xét nghiệm và có kết quả xét nghiệm âm tính với SARS-CoV-2 trong các ngày từ 3/4-9/4/2020.

Trường hợp BN 155 sẽ tiếp tục được cách ly và theo dõi sức khỏe trong 14 ngày tiếp theo.",1586742207,7393,13,236.0,0
14,d41bdf366d7713f69ca4939adc379240,Cấm vô thời hạn tất cả các chuyến bay từ Việt Nam qua Hàn Quốc vì dịch Corona tại Hàn bùng phát.,1582197000.0,12,17,0,1
15,1056eaa69da5df3bc0eb7a867785cebf,"1. Nhiều thứ chúng ta mong mỏi có được lại có giá đắt. Nhưng sự thật là, những gì thực sự khiến chúng ta hài lòng lại hoàn toàn miễn phí – đó là tình yêu, là tiếng cười và là những giây phút miệt mài theo đuổi đam mê của mình.

2. Đừng hạ thấp giá trị bản thân bằng cách so sánh mình với những người khác. Mỗi chúng ta là những con người hoàn toàn khác nhau, là những cá nhân độc lập với những tài năng riêng biệt.

3. Mơ ước là một thứ gì đó rất tuyệt vời. Nhưng nó cũng đầy mộng ảo. Ước mơ 10 nhưng thực hiện được 1 đó là thành công. Nói chính xác, ước mơ mãi mãi là giấc mơ nếu bạn không thức dậy và bắt đầu nó ngay.

4. Nếu người khác tôn trọng bạn, hãy tôn trọng họ. Nếu họ không tôn trọng bạn, vẫn cứ tôn trọng họ. Đừng để hành động của người khác ảnh hưởng đến nhân cách tốt đẹp của bạn.

5. Cuộc sống này vốn là của bạn, thái độ và tính cách cũng là của bạn. Nguyên tắc sống cũng là của bạn. Hà có gì phải vì kẻ khác mà thay đổi. Dù ai có đối xử với bạn thế nào, hãy nhớ bạn sống vì bạn, không phải vì kẻ khác. Đừng hành động dựa trên cách đối xử của người khác.

6. Khi chúng ta mong ước cuộc đời không nghịch cảnh, hãy nhớ rằng cây sồi cao nhất sinh trưởng trong gió ngược, kim cương chỉ được hình thành dưới áp lực, và một viên đá muốn trở nên có giá trị thì không thể không bị gọt giũa.

7. Đừng chỉ vì ai đó trông mạnh mẽ, không có nghĩa là tất cả mọi thứ đều ổn. Ngay cả những người mạnh mẽ nhất cũng cần một người bạn để dựa vào vai mà khóc.

8. Tất cả mọi thứ chỉ quý giá tại 2 thời điểm: Trước khi có được và sau khi mất đi.

9. Hai điều mang lại hạnh phúc và thành công trong cuộc sống: Cách bạn xoay xở khi không có gì và thái độ của bạn khi bạn có mọi thứ.

10. Cuộc sống này cũng không phải toàn niềm vui, niềm hạnh phúc mà xen lẫn vào đó là những nỗi buồn, nỗi đau thương. Nhưng dù cho cuộc sống có thế nào đi nữa, hãy sống vì bản thân mình các bạn nhé. Hãy theo đuổi ước mơ của mình, hãy làm công việc mà thích… Cuộc sống đâu có lần sau, đừng dễ dàng từ bỏ!",1593159600,290,5,66.0,0
16,14ba690794793590180873546291a34f,"WHO còn có nghĩa khác là ""ai"". Vậy ai chịu trách nhiệm? Tổng GĐ WHO và thằng khựa phải chịu trách nhiệm về virus vũ hán chứ ai.",1588052011.0,121,68,49,1
17,383b4190873d1aa2f9b2124a286ef118,"TS Nguyễn Trọng Hoàn, Phó Vụ trưởng Vụ Giáo dục trung học, Bộ GD&ĐT, cũng là tác giả bài thơ ""Tạm biệt búp bê"" qua đời do mắc bệnh hiểm nghèo.

TS Nguyễn Trọng Hoàn, Phó Vụ trưởng Vụ Giáo dục Trung học từ trần hồi 21h25 ngày 28/4 tại Bệnh viện Lão khoa trung ương (Hà Nội). Tang lễ của ông dự kiến tổ chức vào 13h30 ngày 4/5 tại nhà tang lễ số 5 Trần Thánh Tông.

TS Nguyễn Trọng Hoàn từng là giảng viên khoa Ngữ văn, Đại học Sư phạm Hà Nội 2. Ông tốt nghiệp khoa Ngữ văn, Đại học Sư phạm Hà Nội. Ông tham gia giảng dạy, làm công tác quản lý giáo dục, đồng thời sáng tác thơ, văn xuôi, viết kịch bản phim, nghiên cứu phê bình văn học...
Ông còn tham gia sáng tác rất nhiều bài thơ nổi tiếng, điển hình như bài ""Tạm biệt búp bê"" gắn với tuổi thơ của lớp lớp thế hệ học sinh Việt Nam qua nhiều năm

""Tạm biệt búp bê thân yêu
Tạm biệt gấu mi-sa nhé
Tạm biệt thỏ trắng xinh xinh
Mai tôi vào lớp một rồi
Nhớ lắm, quên sao được
Trường mầm non thân yêu"".

Bài thơ này cũng được phổ nhạc, trở thành bài hát quen thuộc của các em nhỏ trước khi bước vào lớp 1.

Ông cũng sáng tác một số tác phẩm nổi tiếng khác như: ""Sắc cỏ tình yêu"" (1990), ""Và em khi ấy"" (1994), ""Thả diều"" (1997), ""Huyền cầm"" (1998), ""Gió và nhớ"" (1999), ""Màu áo thuở ban đầu"" (2000), ""Ngẫu cảm"" (2002), ""Tam ca"" (2007), ""Cánh diều khao khát"" (2012), ""Bến quê"" (2012), ""Năng lượng của sự có mặt"" (2016) và tác phẩm phê bình văn học có tên ""Năng lượng của văn chương"" (2018)...

Ông từng đoạt nhiều giải thưởng văn chương như: Giải A về thơ cuộc thi sáng tác văn học đề tài nhà trường (1989), Giải thưởng cuộc thi Thơ hay về biển (1991), Giải thưởng thơ cuộc thi sáng tác văn học cho trẻ em (1997), Giải thưởng thơ Tài hoa trẻ (1999).


  ",1588118672,22,1,3.0,0
18,dab99fab8f25313f4356c88a5ccf5408,"Bé gái 15 tuổi trong vụ án hi.ếp d.âm bị 2 đối tượng lạ mặt chặn đường, chém gây thương tích

Ngày 24/4, Công an huyện Bình Chánh, TP HCM đang điều tra, truy xét 2 người lạ chém bé gái là bị hại trong vụ án h.iếp d.âm mà đơn vị này đang thụ lý gây thương tích.

Liên quan đến vụ án, ngày 23/4, CSĐT Công an huyện Bình Chánh ra quyết định khởi tố vụ án, khởi tố bị can và lệnh bắt tạm giam với Nguyễn Ngọc Quang (24 tuổi, quê Hậu Giang) về hành vi “gia.o cấ.u với người dưới 16 tuổi”.

Sau khi nhận thông báo, bé N.T.B. (15 tuổi, nạn nhân của vụ việc) đã đến nơi làm việc của mẹ rồi cùng đi đến Công an huyện Bình Chánh để nhận quyết định khởi tố.

Khi trên đường đến nơi làm việc của mẹ ở huyện Bình Chánh, B. bị 2 thanh niên đi xe máy áp sát, dùng hung khí chém vào tay rồi tháo chạy.

B. đến công ty của mẹ gần đó cầu cứu và được mẹ đưa đi báo công an.

Ngày 17/11/2019, B. được gia đình đưa đến công an trình báo bị Nguyễn Ngọc Quang (24 tuổi, quê Hậu Giang) hi.ếp d.âm tại 1 khách sạn khi đi nhậu.

Công an huyện Bình Chánh đưa bé B. đi giám định. Ngày 19/1, gia đình nhận được 3 thông báo kết luận giám định của Công an huyện Bình Chánh.

Theo kết luận giám định ngày 2/12 và ngày 16/12/2019 do Trung tâm Pháp y <URL> thực hiện xác định có ADN của Quang hiện diện trong dịch phết vùng hậu môn của em B..

Tuy nhiên, thông báo số 157A ngày 6/1/2020 của Công an huyện Bình Chánh lại khẳng định quá trình khám lâm sàng và kết quả cận lâm sàng chứng tỏ ""đương sự B. có độ tuổi từ trên 17 tuổi đến gần 17 tuổi 6 tháng. Tại 19/11/2019, đương sự B. đã trên 17 tuổi"".

Mẹ B. phản đối kết luận này và cho rằng kết luận giám định số 157A ""hoàn toàn không chính xác"". Chị T. đưa ra bằng chứng là giấy khai sinh của em B. ghi rõ ngày sinh là 2/1/2005 tại Bệnh viện đa khoa khu vực Hồng Ngự (Đồng Tháp).

Trong khi đó, ngày Quang <URL> h.ệ tìn.h d.ục với B. là 19/11/2019, thời điểm này, B. mới 14 tuổi.",1587723824.0,1,0,,0
19,fb5b509414989941752b24ba4cb25f6e,"Rất nhiều tỷ bị thất thoát theo những khe nứt của thân đập.
<URL>",1591583338.0,1,0,,0
20,354e0e345f631996bdc4c6d895c3db8f,"Nguyễn Hữu Nghị cư ngụ ấp Hòa Ngãi, xã An Vĩnh Ngãi, TP.Tân An (Long An) và Nguyễn Mi Sol (SN 1984, ngụ ấp Vĩnh Tiến, xã Hựu Thành, huyện Trà Ôn, tỉnh Vĩnh Long).

Nghị vẫn còn ở địa phương và đang mở dịch vụ du lịch và bán bảo hiểm xe. Chúng tôi khẳng định vụ án trên không ai tên Nguyễn Văn Nghị ở thị xã Cai Lậy liên quan đến vụ án Hồ Duy Hải. Chỉ có Nguyễn Hữu Nghị, ngụ xã An Vĩnh Ngãi, TP.Tân An trong hồ sơ..."",

",1589539939.0,6,0,,0
21,ce252c0a1fab6b199bbd294572bfc53d,"Các chuyên gia về bệnh truyền nhiễm cho rằng nguyên nhân ""bệnh nhân 34"" lây nhiều người do vừa về từ vùng dịch, bệnh khởi phát, nồng độ virus cao.

""Nồng độ virus của bệnh nhân cao, bệnh trong thời kỳ khởi phát nên cơ thể thải virus mạnh. Người tiếp xúc gần hít phải giọt bắn nhỏ hoặc dịch tiết của người này dễ lây bệnh"", bác sĩ Nguyễn Hồng Hà, Phó chủ tịch Hội truyền nhiễm Việt Nam nhận xét trường hợp ""bệnh nhân 34"" - một nữ doanh nhân ở Bình Thuận.

Đến ngày 14/3, ""bệnh nhân 34"" đã lây cho 8 người tiếp xúc gần và 2 người tiếp xúc với người tiếp xúc. Các chuyên gia cho rằng có thể coi bệnh nhân này là trường hợp siêu lây nhiễm.

Hiện có 11 bệnh nhân trong nhóm liên quan tới nữ doanh nhân Bình Thuận. Bà xuất cảnh Việt Nam quá cảnh Incheon, Hàn Quốc, tới New York và Washington D.C., khi trở về qua Qatar, nhập cảnh TP HCM rồi về Bình Thuận. Những người bị lây từ bà gồm người thân và nhân viên (F1), con của nhân viên và sui gia (F2); và hai thanh niên ở TP HCM có tiếp xúc trực tiếp với bà.

Bác sĩ Trương Hữu Khanh, chuyên gia về bệnh truyền nhiễm tại TP HCM, phân tích ""bệnh nhân 34"" lây nhiễm nhiều còn do tiếp xúc gần với nhiều người trong giai đoạn bắt đầu triệu chứng bệnh. Bệnh nhân từ Mỹ về ngày 2/3, ngày 5/3 có triệu chứng ho, sốt nhưng đến 9/3 mới vào Bệnh viện đa khoa tỉnh Bình Thuận khám và cách ly.

""Đúng như cảnh báo, bệnh nhân về từ nơi có dịch, không cách ly sớm khi mới phát hiện triệu chứng mà vẫn đi khắp nơi gặp nhiều nguồn, sẽ là nguồn lây lớn cho gia đình, đồng nghiệp, cộng đồng"", bác sĩ Khanh phân tích.

Giai đoạn bệnh nhân xuất hiện triệu chứng bệnh, nguy cơ lây nhiễm virus từ dịch tiết, giọt bắn khi ho, hắt hơi, nói chuyện với người khác sẽ ở mức rất cao. Người nói chuyện gần không mang khẩu trang, tiếp xúc với đồ vật dính dịch tiết của người bệnh dễ có nguy cơ nhiễm virus. Vấn đề lây nhiễm phụ thuộc vào giai đoạn của người bệnh, thể trạng của người tiếp xúc, mật độ virus...

Những người lớn tuổi, người có bệnh nền, cần đặc biệt cẩn trọng. Thường xuyên rửa tay bằng xà phòng, hạn chế tiếp xúc để tránh khả năng bị dính virus.

Theo bác sĩ Khanh, nếu bệnh nhân phát hiện càng trễ khả năng lây lan cao. Vấn đề rất quan trọng là sẽ tốn rất nhiều công sức để giám sát và cách ly người, khu vực liên quan. Điều này gây tốn kém và dẫn đến sự hoang mang trong cộng đồng.

Điều cần thiết là mỗi người phải tự ý thức về nguy cơ lây nhiễm của mình, chủ động cách ly với mọi người, khai báo y tế trung thực, đầy đủ.

""Những trường hợp không tuân thủ khai báo và cách ly, cần xử lý theo pháp luật"", bác sĩ Khanh nhấn mạnh.

Theo VN Express
    ",1584151386,385,27,60.0,0
22,5eddcdd37c084d4528f89af39c1f4337,"Cục Quản lý sản phẩm y tế quốc gia Trung Quốc đã cho phép bán ra thị trường thuốc chống virus Corona chủng mới có tên Favilavir. Lô thuốc đầu tiên bắt đầu được sản xuất vào ngày 16-2, với hi vọng sẽ góp phần hỗ trợ ngăn chặn dịch bệnh và tăng tỉ lệ chữa khỏi thành công. ------------------------------------------ Xem thêm: <URL> #antv #tintức #covid19 #favilavir Xem thêm",,4700,549,3300,0
23,870aa034b0b4d0d6a522b3e0810e19dd,"Cơ hội có 1-0-2 để cùng nhau xây dựng những công thức ăn uống thật healthy và rinh về những giải thưởng hấp dẫn với tổng giá trị lên đến 20 triệu đồng đã đến rồi đây!

Tham gia ngay thử thách ""Ăn uống lành mạnh thật dễ dàng"" cùng TH true NUT tại link: <URL> với 4 bước đơn giản:
📌 Bước 1: Chụp ảnh bữa ăn healthy của mình
📌 Bước 2 (không bắt buộc): Đăng tải ảnh dự thi lên trang Facebook/Instagram cá nhân kèm hashtag #anhealthythatdedang #eathealthyitseasy #THtrueNUT
📌 Bước 3: Gửi ảnh dự thi bằng cách
✦ Comment ảnh và nội dung chia sẻ tại post thông báo cuộc thi kèm hashtag: #anhealthythatdedang #eathealthyitseasy
✦ Gửi ảnh dự thi & link bài đăng trên Facebook/Instagram cá nhân để BTC tổng hợp kèm thông tin cá nhân qua email: <URL>
📌 Bước 4: Kêu gọi ủng hộ bằng cách like, comment, share bức ảnh dự thi của bạn ngay tại album này.

🎉Giải thưởng:
✓ 100 giải Động lực (100 comment ảnh tại post đạt chất lượng, ưu tiên trong thời gian sớm): mỗi giải 01 E-coupon quy đổi 2 lốc sản phẩm 𝐓𝐇 𝐭𝐫𝐮𝐞 𝐍𝐔𝐓 qua tin nhắn SMS
✓ 01 giải Sáng tạo: Phiếu quà tặng TH true mart trị giá 𝟑.𝟎𝟎𝟎.𝟎𝟎𝟎đ
✓ 08 giải Cảm hứng: Voucher mua hàng trị giá 𝟓𝟎𝟎.𝟎𝟎𝟎đ/voucher

Thể lệ chi tiết cuộc thi xem tại: <URL>

Ảnh dự thi sẽ tiếp tục được BTC cập nhật tại album. Tham gia bình chọn ngay bạn nhé!

📣Cùng vào bếp chuẩn bị một bữa ăn lành mạnh và gửi bài tham dự thử thách thật sớm ngay thôi cả nhà ơi!",1584500710,2898,50,142.0,0
24,7c2c9d04a9c1b586a4d16e1c9cce0200,"“Cụ thể, chuyển cơ quan chủ quản 6 cơ quan báo chí, gồm: Báo Phụ nữ <URL> chuyển từ Hội Liên hiệp phụ nữ <URL> sang Thành ủy <URL>; Báo Tuổi Trẻ từ Thành đoàn TP sang Thành ủy <URL>; Báo Người Lao động từ Liên đoàn Lao động TP sang Thành ủy <URL>; Báo Pháp Luật <URL> từ Sở Tư pháp sang UBND <URL>; Tạp chí Du lịch từ Sở Du lịch sang UBND <URL> và Tạp chí Phát triển Nhân lực từ UBND TP sang Học viện Cán bộ TP.
Chuyển đổi mô hình hoạt động, chuyển cơ quan chủ quan 8 cơ quan báo chí thành Tạp chí, gồm: Báo Cựu chiến binh, Thời báo Kinh tế Sài Gòn, Báo Giáo dục <URL>, Báo Doanh nhân Sài Gòn, Khoa học Phổ thông, Tuần báo Văn nghệ <URL>, Tạp chí Sổ tay Xây dựng Đảng, Tạp chí HTV...”",1590147484.0,58,12,4,0
25,43c8a5fff1569c42948813f533e5cf24,"Nhằm tăng cường sức khỏe cho các em thiếu nhi, đặc biệt trong mùa dịch COVID-19 do virus Corona, báo Tuổi Trẻ phối hợp cùng Trung tâm Thể dục Bằng Tâm thực hiện chương trình với chủ đề ""KHỎE ĐỂ CHỐNG VIRUS CORONA"".",1583284353,86,0,17.0,0
26,5e631179c3cc2a90a3afd12b08819770,"Lưu ý lưu ý 15/5 - 14/6 🙂🙂🙂
Trong thời gian ra quân, CSGT được phép dừng tất cả phương tiện để kiểm tra, xử lý các hành vi vi phạm. Trong đó đặc biệt chú ý những lỗi về nồng độ cồn, ma túy, tốc độ, lạng lách, đánh võng…",1588824313.0,16,5,3,0
27,07d6a15f684e0314a04cc5434ce6e324,"📣 SÁNG NAY KHÔNG CÓ CA MẮC MỚI

🦠 Tổng số ca mắc:
- Tính từ 6h ngày 16/4 đến 6h ngày 1/5: 15 ngày Việt Nam không có ca lây nhiễm trong cộng đồng.
- Tính đến 6h ngày 1/5: Việt Nam có tổng cộng 130 ca nhiễm nhập cảnh được cách ly ngay.
- Tính từ 18h ngày 30/4 đến 6h ngày 1/5: 0 ca mắc mới.

🏢 Tổng số người tiếp xúc gần và nhập cảnh từ vùng dịch đang được theo dõi sức khỏe (cách ly): 47.735, trong đó:
- Cách ly tập trung tại bệnh viện: 272
- Cách ly tập trung tại cơ sở khác: 12.246
- Cách ly tại nhà, nơi lưu trú: 35.217

💊  Theo báo cáo của Tiểu ban Điều trị Ban chỉ đạo Quốc gia phòng, chống dịch COVID-19:
- BN 91 hiện tình trạng ổn định, không sốt, mạch và huyết áp ổn định, tiếp tục thở máy, lọc máu, can thiệp ECMO, tiên lượng còn nặng.
- Số ca âm tính lần 1 với SARS-CoV-2: 10 ca.
- Số ca âm tính lần 2 trở lên với SARS-CoV-2: 5 ca.

---
✈ Cục Hàng không Việt Nam yêu cầu: Trong mọi trường hợp các hãng hàng không Việt Nam không được xếp khách quá 80% tổng số ghế trên tàu bay.",1588263377,5739,43,118.0,0
